Nombre,Tipo,NivelBase,CategoriaGO,EtiquetasGO,esBebe,Region,Ataque Base,Defensa Base,Stamina Base,ScorePvE,ScorePvP_GL,ScorePvP_UL,UsoPrincipal,Contadores,EsRaid,EvolucionaA,EvolucionRecomendada,UsoEvolucionRecomendada,ScoreEvolucionRecomendada,CosteCaramelosEvolucionRecomendada,ObjetosEvolucionRecomendada,fechaActualizacion
Crabominable,lucha/hielo,normal,normal,,no,,231,138,219,71,58,63,coleccionable,siniestro/dragon/volador,no,,,,,,,2026-03-30
Oricorio,fuego/volador,normal,normal,regional,no,Global (formas por región),196,145,181,61,52,57,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Cutiefly,bicho/hada,normal,normal,,no,,110,81,120,36,39,39,coleccionable,siniestro/dragon/lucha,no,Ribombee,Ribombee,coleccionable,165,50,,2026-03-30
Ribombee,bicho/hada,normal,normal,,no,,198,146,155,59,50,56,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Rockruff,roca,normal,normal,,no,,117,78,128,38,40,40,coleccionable,bicho/fuego/volador,no,Lycanroc,Lycanroc,coleccionable,181,50,,2026-03-30
Lycanroc,roca,normal,normal,,no,,234,139,181,68,51,62,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Mareanie,veneno/agua,normal,normal,,no,,98,110,137,38,44,40,coleccionable,hada/fuego/planta,no,Toxapex,Toxapex,coleccionable,162,50,,2026-03-30
Toxapex,veneno/agua,normal,normal,,no,,114,273,137,52,60,50,coleccionable,hada/fuego/planta,no,,,,,,,2026-03-30
Mudbray,tierra,normal,normal,,no,,175,121,172,55,48,52,coleccionable,electrico/fuego/veneno,no,Mudsdale,Mudsdale,coleccionable,201,50,,2026-03-30
Mudsdale,tierra,normal,normal,,no,,214,174,225,71,67,63,coleccionable,electrico/fuego/veneno,no,,,,,,,2026-03-30
Dewpider,agua/bicho,normal,normal,,no,,72,117,116,32,42,36,coleccionable,siniestro/fuego/planta,no,Araquanid,Araquanid,coleccionable,164,50,,2026-03-30
Araquanid,agua/bicho,normal,normal,,no,,126,219,169,55,58,51,coleccionable,siniestro/fuego/planta,no,,,,,,,2026-03-30
Fomantis,planta,normal,normal,,no,,100,64,120,33,38,37,coleccionable,tierra/roca/agua,no,Lurantis,Lurantis,coleccionable,172,50,,2026-03-30
Lurantis,planta,normal,normal,,no,,192,169,172,62,53,57,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Morelull,planta/hada,normal,normal,,no,,108,119,120,39,43,41,coleccionable,siniestro/dragon/lucha,no,Shiinotic,Shiinotic,coleccionable,156,50,,2026-03-30
Shiinotic,planta/hada,normal,normal,,no,,154,168,155,54,51,51,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Salandit,veneno/fuego,normal,normal,,no,,136,80,134,42,41,43,coleccionable,bicho/hada/planta,no,Salazzle,Salazzle,coleccionable,174,50,,2026-03-30
Salazzle,veneno/fuego,normal,normal,,no,,228,130,169,65,49,60,coleccionable,bicho/hada/planta,no,,,,,,,2026-03-30
Stufful,normal/lucha,normal,normal,,no,,136,95,172,47,46,46,coleccionable,siniestro/hielo/normal,no,Bewear,Bewear,coleccionable,204,400,,2026-03-30
Bewear,normal/lucha,normal,normal,,no,,226,141,260,74,66,64,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Bounsweet,planta,normal,normal,,no,,55,69,123,26,39,31,coleccionable,tierra/roca/agua,no,Steenee,Tsareena,coleccionable,193,125,,2026-03-30
Steenee,planta,normal,normal,,no,,78,94,141,34,43,37,coleccionable,tierra/roca/agua,no,Tsareena,Tsareena,coleccionable,193,100,,2026-03-30
Tsareena,planta,normal,normal,,no,,222,195,176,70,61,62,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Comfey,hada,normal,normal,,no,,165,215,139,58,55,54,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Oranguru,normal/psiquico,normal,normal,,no,,168,192,207,63,62,57,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Passimian,lucha,normal,normal,,no,,222,160,225,72,64,63,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Wimpod,bicho/agua,normal,normal,,no,,67,74,93,26,36,31,coleccionable,siniestro/fuego/planta,no,Golisopod,Golisopod,coleccionable,204,400,,2026-03-30
Golisopod,bicho/agua,normal,normal,,no,,218,226,181,72,69,63,coleccionable,siniestro/fuego/planta,no,,,,,,,2026-03-30
Sandygast,fantasma/tierra,normal,normal,,no,,120,118,146,43,46,44,coleccionable,electrico/fuego/fantasma,no,Palossand,Palossand,coleccionable,178,50,,2026-03-30
Palossand,fantasma/tierra,normal,normal,,no,,178,178,198,63,58,57,coleccionable,electrico/fuego/fantasma,no,,,,,,,2026-03-30
Komala,normal,normal,normal,,no,,216,165,163,65,52,60,coleccionable,,no,,,,,,,2026-03-30
Turtonator,fuego/dragon,normal,normal,,no,,165,215,155,60,56,55,coleccionable,bicho/dragon/planta,sí,,,,,,,2026-03-30
Togedemaru,electrico/acero,normal,normal,,no,,190,145,163,59,50,55,coleccionable,hada/volador/hielo,no,,,,,,,2026-03-30
Bruxish,agua/psiquico,normal,normal,,no,,208,145,169,62,51,58,coleccionable,lucha/fuego/tierra,no,,,,,,,2026-03-30
Drampa,normal/dragon,normal,normal,,no,,231,164,186,70,58,63,coleccionable,dragon,no,,,,,,,2026-03-30
Dhelmise,fantasma/planta,normal,normal,,no,,233,179,172,69,58,63,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Jangmo-o,dragon,normal,normal,,no,,102,108,128,38,43,40,coleccionable,dragon,no,Hakamo-o,Kommo-o,pvp_gl,212,125,,2026-03-30
Hakamo-o,dragon/lucha,normal,normal,,no,,145,162,146,51,50,49,coleccionable,siniestro/dragon/hielo,no,Kommo-o,Kommo-o,pvp_gl,212,100,,2026-03-30
Kommo-o,dragon/lucha,normal,normal,,no,,222,240,181,74,73,65,pvp_gl,siniestro/dragon/hielo,no,,,,,,,2026-03-30
Tapu Koko,electrico/hada,legendario,legendario,,no,,250,181,172,73,60,65,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Tapu Lele,psiquico/hada,legendario,legendario,,no,,259,208,172,76,68,68,pve,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Tapu Bulu,planta/hada,legendario,legendario,,no,,249,215,172,75,68,67,pve,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Tapu Fini,agua/hada,legendario,legendario,,no,,189,254,172,68,69,61,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Cosmog,psiquico,legendario,legendario,,no,,54,57,125,25,38,31,coleccionable,lucha/veneno,no,Cosmoem,Solgaleo,pve,244,125,,2026-03-30
Cosmoem,psiquico,legendario,legendario,,no,,54,242,125,40,56,40,coleccionable,lucha/veneno,no,Solgaleo/Lunala,Solgaleo,pve,244,100,,2026-03-30
Solgaleo,psiquico/acero,legendario,legendario,,no,,255,191,264,84,85,75,pve,hada/lucha/hielo,no,,,,,,,2026-03-30
Lunala,psiquico/fantasma,legendario,legendario,,no,,255,191,264,84,85,75,pve,lucha/fantasma/veneno,no,,,,,,,2026-03-30
Nihilego,roca/veneno,normal,ultraente,,no,,249,210,240,82,85,73,pve,bicho/hada/fuego,no,,,,,,,2026-03-30
Buzzwole,bicho/lucha,normal,ultraente,,no,,236,196,216,76,73,66,pve,siniestro/planta/hielo,no,,,,,,,2026-03-30
Pheromosa,bicho/lucha,normal,ultraente,,no,,316,85,174,73,45,67,coleccionable,siniestro/planta/hielo,no,,,,,,,2026-03-30
Xurkitree,electrico,normal,ultraente,,no,,330,144,195,80,64,71,pve,volador/agua,no,,,,,,,2026-03-30
Celesteela,acero/volador,normal,ultraente,,no,,207,199,219,72,71,63,pvp_gl,bicho/hada/lucha,no,,,,,,,2026-03-30
Kartana,planta/acero,normal,ultraente,,no,,323,182,139,78,59,70,pve,hada/tierra/hielo,no,,,,,,,2026-03-30
Guzzlord,siniestro/dragon,normal,ultraente,,no,,188,99,440,68,81,66,pvp_gl,dragon/fantasma/psiquico,no,,,,,,,2026-03-30
Necrozma,psiquico,legendario,legendario,,no,,251,195,219,79,76,69,pve,lucha/veneno,no,,,,,,,2026-03-30
Marshadow,lucha/fantasma,singular,singular,,no,,265,190,207,79,73,70,pve,siniestro/fantasma/hielo,no,,,,,,,2026-03-30
Poipole,veneno,normal,ultraente,,no,,145,133,167,51,50,49,coleccionable,hada/planta,no,Naganadel,Naganadel,coleccionable,197,200,,2026-03-30
Naganadel,veneno/dragon,normal,ultraente,,no,,263,159,177,73,58,66,coleccionable,dragon/hada/planta,no,,,,,,,2026-03-30
Stakataka,roca/acero,normal,ultraente,,no,,213,298,156,71,77,65,pvp_gl,bicho/hada/fuego,no,,,,,,,2026-03-30
Blacephalon,fuego/fantasma,normal,ultraente,,no,,315,148,142,75,51,69,pve,bicho/fantasma/planta,no,,,,,,,2026-03-30
Meltan,acero,singular,singular,,no,,118,99,130,40,42,42,coleccionable,hada/hielo/roca,no,Melmetal,Melmetal,pve,229,400,,2026-03-30
Melmetal,acero,singular,singular,,no,,226,190,264,79,81,69,pve,hada/hielo/roca,no,,,,,,,2026-03-30
Grookey,planta,normal,normal,,no,,122,91,137,40,42,42,coleccionable,tierra/roca/agua,no,Thwackey,Rillaboom,pve,209,125,,2026-03-30
Thwackey,planta,normal,normal,,no,,165,134,172,55,50,52,coleccionable,tierra/roca/agua,no,Rillaboom,Rillaboom,pve,209,100,,2026-03-30
Rillaboom,planta,normal,normal,,no,,239,168,225,75,68,66,pve,tierra/roca/agua,no,,,,,,,2026-03-30
Scorbunny,fuego,normal,normal,,no,,132,79,137,41,41,43,coleccionable,bicho/planta/hielo,no,Raboot,Cinderace,coleccionable,194,125,,2026-03-30
Raboot,fuego,normal,normal,,no,,170,125,163,54,48,51,coleccionable,bicho/planta/hielo,no,Cinderace,Cinderace,coleccionable,194,100,,2026-03-30
Cinderace,fuego,normal,normal,,no,,238,163,190,71,59,64,coleccionable,bicho/planta/hielo,no,,,,,,,2026-03-30
Sobble,agua,normal,normal,,no,,132,79,137,41,41,43,coleccionable,fuego/tierra/roca,no,Drizzile,Inteleon,coleccionable,188,125,,2026-03-30
Drizzile,agua,normal,normal,,no,,186,113,163,56,47,53,coleccionable,fuego/tierra/roca,no,Inteleon,Inteleon,coleccionable,188,100,,2026-03-30
Inteleon,agua,normal,normal,,no,,262,142,172,71,52,65,coleccionable,fuego/tierra/roca,no,,,,,,,2026-03-30
Skwovet,normal,normal,normal,,no,,95,86,172,39,45,40,coleccionable,,no,Greedent,Greedent,coleccionable,183,50,,2026-03-30
Greedent,normal,normal,normal,,no,,160,156,260,64,63,56,coleccionable,,no,,,,,,,2026-03-30
Rookidee,volador,normal,normal,,no,,88,67,116,31,38,35,coleccionable,bicho/lucha/planta,no,Corvisquire,Corviknight,coleccionable,184,125,,2026-03-30
Corvisquire,volador,normal,normal,,no,,129,110,169,47,47,46,coleccionable,bicho/lucha/planta,no,Corviknight,Corviknight,coleccionable,184,100,,2026-03-30
Corviknight,volador/acero,normal,normal,,no,,163,192,221,64,63,57,coleccionable,bicho/hada/lucha,no,,,,,,,2026-03-30
Nickit,siniestro,normal,normal,,no,,85,82,120,32,39,36,coleccionable,fantasma/psiquico,no,Thievul,Thievul,coleccionable,165,50,,2026-03-30
Thievul,siniestro,normal,normal,,no,,172,164,172,58,53,54,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Gossifleur,planta,normal,normal,,no,,70,104,120,31,42,35,coleccionable,tierra/roca/agua,no,Eldegoss,Eldegoss,coleccionable,164,50,,2026-03-30
Eldegoss,planta,normal,normal,,no,,148,211,155,56,56,52,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Wooloo,normal,normal,normal,,no,,76,97,123,32,41,35,coleccionable,,no,Dubwool,Dubwool,coleccionable,170,50,,2026-03-30
Dubwool,normal,normal,normal,,no,,159,198,176,59,57,54,coleccionable,,no,,,,,,,2026-03-30
Yamper,electrico,normal,normal,,no,,80,90,153,35,44,37,coleccionable,volador/agua,no,Boltund,Boltund,coleccionable,165,50,,2026-03-30
Boltund,electrico,normal,normal,,no,,197,131,170,59,50,56,coleccionable,volador/agua,no,,,,,,,2026-03-30
Rolycoly,roca,normal,normal,,no,,73,91,102,29,39,34,coleccionable,bicho/fuego/volador,no,Carkol,Coalossal,coleccionable,186,125,,2026-03-30
Carkol,roca/fuego,normal,normal,,no,,114,157,190,50,54,47,coleccionable,bicho/fuego/volador,no,Coalossal,Coalossal,coleccionable,186,100,,2026-03-30
Coalossal,roca/fuego,normal,normal,,no,,146,198,242,63,67,56,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Applin,planta/dragon,normal,normal,,no,,71,116,120,32,43,35,coleccionable,dragon/tierra/roca,no,Flapple/Appletun/Dipplin,Hydrapple,pvp_gl,210,600,Syrupy Apple,2026-03-30
Flapple,planta/dragon,normal,normal,,no,,214,144,172,64,51,59,coleccionable,dragon/tierra/roca,no,,,,,,,2026-03-30
Appletun,planta/dragon,normal,normal,,no,,178,146,242,65,59,57,coleccionable,dragon/tierra/roca,no,,,,,,,2026-03-30
Cramorant,volador/agua,normal,normal,,no,,173,163,172,58,53,54,coleccionable,bicho/lucha/fuego,no,,,,,,,2026-03-30
Sizzlipede,fuego/bicho,normal,normal,,no,,118,90,137,40,42,41,coleccionable,bicho/siniestro/planta,no,Centiskorch,Centiskorch,coleccionable,197,50,,2026-03-30
Centiskorch,fuego/bicho,normal,normal,,no,,220,158,225,71,63,63,coleccionable,bicho/siniestro/planta,no,,,,,,,2026-03-30
Clobbopus,lucha,normal,normal,,no,,121,103,137,41,44,43,coleccionable,siniestro/hielo/normal,no,Grapploct,Grapploct,coleccionable,182,50,,2026-03-30
Grapploct,lucha,normal,normal,,no,,209,162,190,66,56,60,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Polteageist,fantasma,normal,normal,,no,,248,189,155,71,58,64,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Hatenna,psiquico,normal,normal,,no,,98,93,123,35,41,38,coleccionable,lucha/veneno,no,Hattrem,Hatterene,coleccionable,185,125,,2026-03-30
Hattrem,psiquico,normal,normal,,no,,153,133,149,50,48,49,coleccionable,lucha/veneno,no,Hatterene,Hatterene,coleccionable,185,100,,2026-03-30
Hatterene,psiquico/hada,normal,normal,,no,,237,182,149,68,54,63,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Impidimp,siniestro/hada,normal,normal,,no,,103,69,128,35,39,38,coleccionable,siniestro/dragon/lucha,no,Morgrem,Grimmsnarl,coleccionable,190,125,,2026-03-30
Morgrem,siniestro/hada,normal,normal,,no,,145,102,163,48,46,47,coleccionable,siniestro/dragon/lucha,no,Grimmsnarl,Grimmsnarl,coleccionable,190,100,,2026-03-30
Grimmsnarl,siniestro/hada,normal,normal,,no,,227,139,216,70,58,62,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Obstagoon,siniestro/normal,normal,normal,,no,,180,194,212,66,64,59,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Perrserker,acero,normal,normal,,no,,195,162,172,62,53,57,coleccionable,hada/hielo/roca,no,,,,,,,2026-03-30
Cursola,fantasma,normal,normal,,no,,253,182,155,71,57,65,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Sirfetch’d,lucha,normal,normal,regional,no,Gallar/Reino Unido,248,176,158,70,55,64,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Mr. Rime,hielo/psiquico,normal,normal,,no,,212,179,190,68,60,61,coleccionable,dragon/lucha/volador,no,,,,,,,2026-03-30
Runerigus,tierra/fantasma,normal,normal,,no,,163,237,151,60,58,55,coleccionable,electrico/fuego/fantasma,no,,,,,,,2026-03-30
Falinks,lucha,normal,normal,,no,,193,170,163,61,53,57,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Snom,hielo/bicho,normal,normal,,no,,76,59,102,27,35,32,coleccionable,siniestro/dragon/volador,no,Frosmoth,Frosmoth,coleccionable,180,400,,2026-03-30
Frosmoth,hielo/bicho,normal,normal,,no,,230,155,172,67,52,61,coleccionable,siniestro/dragon/volador,no,,,,,,,2026-03-30
Stonjourner,roca,normal,normal,,no,,222,182,225,73,69,64,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Indeedee,psiquico/normal,normal,normal,,no,,184,184,172,62,55,57,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Morpeko,electrico/siniestro,normal,normal,,no,,192,121,151,56,47,54,coleccionable,volador/fantasma/psiquico,no,,,,,,,2026-03-30
Duraludon,acero/dragon,normal,normal,,no,,239,185,172,71,60,64,coleccionable,dragon/hada/hielo,no,,,,,,,2026-03-30
Dreepy,dragon/fantasma,normal,normal,,no,,117,61,99,34,35,38,coleccionable,dragon/fantasma/psiquico,no,Drakloak,Dragapult,pve,213,125,,2026-03-30
Drakloak,dragon/fantasma,normal,normal,,no,,163,105,169,52,47,50,coleccionable,dragon/fantasma/psiquico,no,Dragapult,Dragapult,pve,213,100,,2026-03-30
Dragapult,dragon/fantasma,normal,normal,,no,,266,170,204,78,67,68,pve,dragon/fantasma/psiquico,no,,,,,,,2026-03-30
Zacian,hada/acero,legendario,legendario,,no,,332,240,192,88,83,83,pve,siniestro/dragon/hada,no,,,,,,,2026-03-30
Zamazenta,lucha/acero,legendario,legendario,,no,,250,292,192,80,88,77,pve,siniestro/hada/hielo,no,,,,,,,2026-03-30
Eternatus,veneno/dragon,legendario,legendario,,no,,278,192,268,87,85,80,pve,dragon/hada/planta,no,,,,,,,2026-03-30
Kubfu,lucha,legendario,legendario,,no,,170,112,155,52,46,50,coleccionable,siniestro/hielo/normal,no,Urshifu,Urshifu,pve,219,200,,2026-03-30
Urshifu,lucha/agua,legendario,legendario,,no,,254,177,225,78,73,68,pve,siniestro/fuego/tierra,no,,,,,,,2026-03-30
Zarude,siniestro/planta,singular,singular,,no,,242,215,233,80,83,71,pve,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Regieleki,electrico,legendario,legendario,,no,,250,125,190,70,51,63,coleccionable,volador/agua,no,,,,,,,2026-03-30
Regidrago,dragon,legendario,legendario,,no,,202,101,400,71,77,66,pvp_gl,dragon,no,,,,,,,2026-03-30
Wyrdeer,normal/psiquico,desconocido,normal,,no,,206,145,230,68,60,60,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Kleavor,bicho/roca,desconocido,normal,,no,,253,174,172,72,59,65,coleccionable,bicho/siniestro/fuego,no,,,,,,,2026-03-30
Ursaluna,tierra/normal,desconocido,normal,,no,,243,181,277,82,84,72,pve,electrico/fuego/veneno,no,,,,,,,2026-03-30
Sneasler,lucha/veneno,desconocido,normal,,no,,259,158,190,74,59,66,coleccionable,siniestro/hada/planta,no,,,,,,,2026-03-30
Overqwil,siniestro/veneno,desconocido,normal,,no,,222,171,198,70,61,62,coleccionable,hada/fantasma/planta,no,,,,,,,2026-03-30
Enamorus,hada/volador,desconocido,normal,,no,,281,162,179,77,60,69,pve,bicho/siniestro/dragon,no,,,,,,,2026-03-30
Sprigatito,planta,desconocido,normal,,no,,116,99,120,38,41,41,coleccionable,tierra/roca/agua,no,Floragato,Meowscarada,coleccionable,186,125,,2026-03-30
Floragato,planta,desconocido,normal,,no,,157,128,156,51,48,49,coleccionable,tierra/roca/agua,no,Meowscarada,Meowscarada,coleccionable,186,100,,2026-03-30
Meowscarada,planta/siniestro,desconocido,normal,,no,,233,153,183,69,55,62,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Fuecoco,fuego,desconocido,normal,,no,,112,96,167,42,45,42,coleccionable,bicho/planta/hielo,no,Crocalor,Skeledirge,coleccionable,202,125,,2026-03-30
Crocalor,fuego,desconocido,normal,,no,,162,134,191,56,52,52,coleccionable,bicho/planta/hielo,no,Skeledirge,Skeledirge,coleccionable,202,100,,2026-03-30
Skeledirge,fuego/fantasma,desconocido,normal,,no,,207,178,232,71,68,63,coleccionable,bicho/fantasma/planta,no,,,,,,,2026-03-30
Quaxly,agua,desconocido,normal,,no,,120,86,146,41,42,42,coleccionable,fuego/tierra/roca,no,Quaxwell,Quaquaval,coleccionable,194,125,,2026-03-30
Quaxwell,agua,desconocido,normal,,no,,162,123,172,53,49,51,coleccionable,fuego/tierra/roca,no,Quaquaval,Quaquaval,coleccionable,194,100,,2026-03-30
Quaquaval,agua/lucha,desconocido,normal,,no,,236,159,198,71,60,63,coleccionable,siniestro/fuego/tierra,no,,,,,,,2026-03-30
Lechonk,normal,desconocido,normal,,no,,81,79,144,34,42,36,coleccionable,,no,Oinkologne,Oinkologne,coleccionable,187,50,,2026-03-30
Oinkologne,normal,desconocido,normal,,no,,186,153,242,67,61,59,coleccionable,,no,,,,,,,2026-03-30
Tarountula,bicho,desconocido,normal,,no,,70,77,111,28,38,33,coleccionable,siniestro/planta/psiquico,no,Spidops,Spidops,coleccionable,151,25,,2026-03-30
Spidops,bicho,desconocido,normal,,no,,139,166,155,51,51,49,coleccionable,siniestro/planta/psiquico,no,,,,,,,2026-03-30
Nymble,bicho,desconocido,normal,,no,,81,65,107,29,36,34,coleccionable,siniestro/planta/psiquico,no,Lokix,Lokix,coleccionable,169,50,,2026-03-30
Lokix,bicho/siniestro,desconocido,normal,,no,,199,144,174,61,51,57,coleccionable,siniestro/fantasma/planta,no,,,,,,,2026-03-30
Pawmi,electrico,desconocido,normal,,no,,95,45,128,31,36,35,coleccionable,volador/agua,no,Pawmo,Pawmot,coleccionable,178,125,,2026-03-30
Pawmo,electrico/lucha,desconocido,normal,,no,,147,82,155,46,43,46,coleccionable,siniestro/volador/hielo,no,Pawmot,Pawmot,coleccionable,178,100,,2026-03-30
Pawmot,electrico/lucha,desconocido,normal,,no,,232,141,172,66,51,61,coleccionable,siniestro/volador/hielo,no,,,,,,,2026-03-30
Tandemaus,normal,desconocido,normal,,no,,98,90,137,36,42,38,coleccionable,,no,Maushold,Maushold,coleccionable,162,50,,2026-03-30
Maushold,normal,desconocido,normal,,no,,159,157,179,56,53,53,coleccionable,,no,,,,,,,2026-03-30
Fidough,hada,desconocido,normal,,no,,102,126,114,38,44,40,coleccionable,siniestro/dragon/lucha,no,Dachsbun,Dachsbun,coleccionable,168,50,,2026-03-30
Dachsbun,hada,desconocido,normal,,no,,159,212,149,58,56,54,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Smoliv,planta/normal,desconocido,normal,,no,,100,89,121,35,41,38,coleccionable,tierra/roca/agua,no,Dolliv,Arboliva,coleccionable,194,125,,2026-03-30
Dolliv,planta/normal,desconocido,normal,,no,,137,131,141,47,47,46,coleccionable,tierra/roca/agua,no,Arboliva,Arboliva,coleccionable,194,100,,2026-03-30
Arboliva,planta/normal,desconocido,normal,,no,,219,189,186,70,62,62,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Nacli,roca,desconocido,normal,,no,,95,108,146,38,45,40,coleccionable,bicho/fuego/volador,no,Naclstack,Garganacl,pvp_gl,196,125,,2026-03-30
Naclstack,roca,desconocido,normal,,no,,105,160,155,45,51,44,coleccionable,bicho/fuego/volador,no,Garganacl,Garganacl,pvp_gl,196,100,,2026-03-30
Garganacl,roca,desconocido,normal,,no,,171,212,225,67,70,59,pvp_gl,bicho/fuego/volador,no,,,,,,,2026-03-30
Charcadet,fuego,desconocido,normal,,no,,92,74,120,32,39,36,coleccionable,bicho/planta/hielo,no,Armarouge/Ceruledge,Armarouge,coleccionable,203,50,,2026-03-30
Armarouge,fuego/psiquico,desconocido,normal,,no,,234,185,198,73,65,65,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Ceruledge,fuego/fantasma,desconocido,normal,,no,,239,189,181,72,63,64,coleccionable,bicho/fantasma/planta,no,,,,,,,2026-03-30
Tadbulb,electrico,desconocido,normal,,no,,104,73,156,38,42,40,coleccionable,volador/agua,no,Bellibolt,Bellibolt,coleccionable,190,50,,2026-03-30
Bellibolt,electrico,desconocido,normal,,no,,184,165,240,67,64,59,coleccionable,volador/agua,no,,,,,,,2026-03-30
Wattrel,electrico/volador,desconocido,normal,,no,,105,75,120,35,39,38,coleccionable,bicho/lucha/volador,no,Kilowattrel,Kilowattrel,coleccionable,173,50,,2026-03-30
Kilowattrel,electrico/volador,desconocido,normal,,no,,221,132,172,64,50,59,coleccionable,bicho/lucha/volador,no,,,,,,,2026-03-30
Shroodle,veneno/normal,desconocido,normal,,no,,124,70,120,38,38,40,coleccionable,hada/planta,no,Grafaiai,Grafaiai,coleccionable,166,50,,2026-03-30
Grafaiai,veneno/normal,desconocido,normal,,no,,199,149,160,60,50,56,coleccionable,hada/planta,no,,,,,,,2026-03-30
Toedscool,tierra/planta,desconocido,normal,,no,,97,149,120,39,46,41,coleccionable,electrico/fuego/tierra,no,Toedscruel,Toedscruel,coleccionable,180,50,,2026-03-30
Toedscruel,tierra/planta,desconocido,normal,,no,,166,209,190,63,61,56,coleccionable,electrico/fuego/tierra,no,,,,,,,2026-03-30
Klawf,roca,desconocido,normal,,no,,184,185,172,62,55,57,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Tinkatink,hada/acero,desconocido,normal,,no,,85,110,137,36,44,38,coleccionable,siniestro/dragon/hada,no,Tinkatuff,Tinkaton,coleccionable,173,125,,2026-03-30
Tinkatuff,hada/acero,desconocido,normal,,no,,109,145,163,45,50,44,coleccionable,siniestro/dragon/hada,no,Tinkaton,Tinkaton,coleccionable,173,100,,2026-03-30
Tinkaton,hada/acero,desconocido,normal,,no,,155,196,198,60,59,54,coleccionable,siniestro/dragon/hada,no,,,,,,,2026-03-30
Wiglett,agua,desconocido,normal,,no,,109,52,67,28,31,35,coleccionable,fuego/tierra/roca,no,Wugtrio,Wugtrio,coleccionable,153,50,,2026-03-30
Wugtrio,agua,desconocido,normal,,no,,205,136,111,55,44,54,coleccionable,fuego/tierra/roca,no,,,,,,,2026-03-30
Bombirdier,volador/siniestro,desconocido,normal,,no,,198,172,172,63,54,58,coleccionable,bicho/lucha/fantasma,no,,,,,,,2026-03-30
Varoom,acero/veneno,desconocido,normal,,no,,123,107,128,41,43,43,coleccionable,hada/planta/hielo,no,Revavroom,Revavroom,coleccionable,192,50,,2026-03-30
Revavroom,acero/veneno,desconocido,normal,,no,,229,168,190,70,59,63,coleccionable,hada/planta/hielo,no,,,,,,,2026-03-30
Glimmet,roca/veneno,desconocido,normal,,no,,187,104,134,52,43,51,coleccionable,bicho/hada/fuego,no,Glimmora,Glimmora,coleccionable,205,50,,2026-03-30
Glimmora,roca/veneno,desconocido,normal,,no,,246,177,195,74,65,66,coleccionable,bicho/hada/fuego,no,,,,,,,2026-03-30
Greavard,fantasma,desconocido,normal,,no,,105,106,137,39,44,41,coleccionable,fantasma/psiquico,no,Houndstone,Houndstone,coleccionable,179,50,,2026-03-30
Houndstone,fantasma,desconocido,normal,,no,,186,195,176,64,57,58,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Cetoddle,hielo,desconocido,normal,,no,,119,80,239,49,51,46,coleccionable,dragon/volador/planta,no,Cetitan,Cetitan,pvp_gl,216,50,,2026-03-30
Cetitan,hielo,desconocido,normal,,no,,208,123,347,74,76,66,pvp_gl,dragon/volador/planta,no,,,,,,,2026-03-30
Dondozo,agua,desconocido,normal,,no,,176,178,312,73,80,62,pvp_gl,fuego/tierra/roca,no,,,,,,,2026-03-30
Tatsugiri,dragon/agua,desconocido,normal,,no,,226,166,169,67,54,61,coleccionable,dragon/fuego/tierra,no,,,,,,,2026-03-30
